,AKT,AP1,ERK,Ecadherin,EpCAM,Fvalue,GLI,GRB2SOS,GSK3b,IKK,MDM2,MEK,MYC,NFKB,NOTCH,PI3K,RAF,RAS,SMAD23,SMAD4,Snail,TAK1,TGFBR,TGFb,THY1,Twist1,ZEB1,bcatenin,miR200,miR34,p38,p53
"[('AKT', 1), ('TGFb', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('bcatenin', 1), ('p53', 0)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('miR34', 1), ('p38', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.33157894736842103,-0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,-0.5,-0.16666666666666666,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.35714285714285715,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.3,-0.5,-0.5
"[('MYC', 1), ('SMAD23', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('PI3K', 1), ('SMAD23', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('AKT', 0), ('p53', 1)]",0.25,-0.5,-0.5,-0.3333333333333333,-0.08333333333333333,-0.24210526315789474,-0.5,-0.5,-0.25,0.0,-0.5,0.0,-0.08333333333333333,0.0,-0.3333333333333333,-0.16666666666666666,-0.16666666666666666,-0.5,-0.5,-0.5,-0.42857142857142855,-0.5,-0.5,-0.5,0.0,-0.16666666666666666,-0.125,-0.5,-0.125,-0.1,-0.5,0.5
"[('MDM2', 0), ('RAS', 1)]",-0.25,-0.5,-0.5,-0.3333333333333333,-0.08333333333333333,-0.29473684210526313,-0.5,-0.5,-0.5,-0.5,0.5,0.0,-0.08333333333333333,-0.5,-0.3333333333333333,-0.16666666666666666,-0.16666666666666666,-0.5,-0.5,-0.5,-0.42857142857142855,-0.5,-0.5,-0.5,-0.25,-0.16666666666666666,-0.125,-0.5,-0.125,-0.1,-0.5,-0.5
"[('THY1', 1), ('bcatenin', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('MDM2', 1), ('TGFb', 0)]",-0.125,-0.125,-0.2,-0.16666666666666666,-0.14583333333333334,-0.1625,-0.16666666666666666,-0.5,-0.125,0.0,0.25,-0.25,-0.13541666666666666,-0.5,-0.20833333333333334,-0.16666666666666666,-0.16666666666666666,0.5,-0.5,-0.16666666666666666,-0.16964285714285715,-0.5,-0.5,-0.5,-0.203125,-0.020833333333333332,-0.1875,-0.16666666666666666,-0.046875,-0.125,0.0,-0.5
"[('TAK1', 1), ('miR34', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.33157894736842103,-0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,-0.5,-0.16666666666666666,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.35714285714285715,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.3,-0.5,-0.5
"[('NOTCH', 0), ('TAK1', 1)]",-0.25,-0.5,-0.3,-0.5,0.0,-0.33157894736842103,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,0.0,0.5,-0.5,-0.16666666666666666,-0.5,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('SMAD23', 0), ('miR34', 0)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.3631578947368421,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('MEK', 0), ('MYC', 0)]",-0.5,-0.25,0.0,-0.5,-0.08333333333333333,-0.28421052631578947,-0.3333333333333333,-0.5,-0.125,-0.5,0.0,0.5,0.08333333333333333,-0.5,-0.3333333333333333,-0.5,-0.5,-0.5,-0.5,-0.16666666666666666,-0.42857142857142855,-0.5,-0.5,-0.5,-0.375,-0.16666666666666666,-0.125,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5
"[('Snail', 0), ('THY1', 1)]",-0.5,-0.5,-0.3,0.16666666666666666,0.0,-0.22631578947368422,-0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,-0.5,-0.16666666666666666,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,0.35714285714285715,-0.5,-0.5,-0.5,-0.25,-0.16666666666666666,-0.25,-0.5,-0.25,0.1,-0.5,-0.5
"[('EpCAM', 0), ('NOTCH', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('NFKB', 0), ('p53', 0)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.3631578947368421,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.35714285714285715,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('GLI', 1), ('SMAD4', 0)]",-0.125,-0.25,-0.2,-0.16666666666666666,-0.16666666666666666,-0.22894736842105262,-0.16666666666666666,-0.5,-0.5,-0.5,-0.25,0.0,-0.25,-0.5,-0.2916666666666667,-0.3333333333333333,-0.16666666666666666,-0.5,-0.5,0.5,-0.07142857142857142,-0.5,-0.5,-0.5,-0.25,-0.16666666666666666,-0.125,-0.5,-0.1875,-0.125,-0.5,-0.5
"[('SMAD4', 1), ('TGFBR', 0)]",-0.4375,-0.125,-0.1,-0.16666666666666666,-0.125,-0.14736842105263157,0.0,-0.5,-0.125,0.0,0.0,-0.25,-0.08333333333333333,-0.25,-0.25,-0.16666666666666666,-0.16666666666666666,0.5,-0.25,0.16666666666666666,-0.07142857142857142,-0.5,0.5,-0.5,-0.25,-0.16666666666666666,-0.1875,-0.16666666666666666,-0.34375,-0.125,0.0,-0.5
"[('SMAD4', 0), ('Twist1', 0)]",-0.125,0.0,-0.2,-0.25,-0.08333333333333333,-0.2026315789473684,-0.16666666666666666,-0.5,-0.5,-0.5,-0.25,0.0,-0.20833333333333334,-0.5,-0.2916666666666667,-0.3333333333333333,-0.16666666666666666,-0.5,-0.5,0.5,-0.07142857142857142,-0.5,-0.5,-0.5,-0.25,0.16666666666666666,-0.125,-0.5,-0.1875,-0.125,-0.5,-0.5
"[('IKK', 0), ('NFKB', 0)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.3526315789473684,-0.5,-0.5,-0.5,0.5,0.0,0.0,-0.16666666666666666,0.0,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.35714285714285715,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('MDM2', 0), ('SMAD4', 0)]",0.0,-0.25,-0.3,-0.16666666666666666,-0.08333333333333333,-0.18947368421052632,-0.16666666666666666,-0.5,-0.5,-0.5,0.0,0.0,-0.08333333333333333,-0.5,-0.25,-0.16666666666666666,-0.16666666666666666,-0.5,-0.5,0.5,-0.07142857142857142,-0.5,-0.5,-0.5,-0.125,0.0,-0.125,-0.5,-0.125,-0.15,-0.5,-0.5
"[('NOTCH', 0), ('bcatenin', 1)]",-0.25,-0.5,-0.3,-0.5,0.0,-0.33157894736842103,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,0.0,0.5,-0.5,-0.16666666666666666,-0.5,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('ERK', 0), ('IKK', 1)]",-0.5,-0.25,0.2,-0.5,-0.08333333333333333,-0.30526315789473685,-0.3333333333333333,-0.5,-0.125,-0.5,0.0,-0.5,-0.08333333333333333,-0.5,-0.3333333333333333,-0.5,-0.5,-0.5,-0.5,-0.16666666666666666,-0.42857142857142855,-0.5,-0.5,-0.5,-0.375,-0.16666666666666666,-0.125,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5
"[('NFKB', 1), ('p53', 0)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('AKT', 1), ('RAF', 0)]",-0.5,-0.375,-0.1,-0.5,-0.08333333333333333,-0.3131578947368421,-0.3333333333333333,-0.5,-0.25,-0.5,0.0,-0.25,-0.125,-0.5,-0.3333333333333333,-0.5,0.3333333333333333,-0.5,-0.5,-0.3333333333333333,-0.42857142857142855,-0.5,-0.5,-0.5,-0.375,-0.3333333333333333,-0.25,-0.16666666666666666,-0.5,-0.4,-0.5,-0.5
"[('AP1', 1), ('GRB2SOS', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('NOTCH', 1), ('TGFb', 0)]",-0.5,-0.125,-0.1,-0.16666666666666666,-0.125,-0.13026315789473683,0.0,-0.5,-0.125,0.0,0.0,-0.25,-0.08333333333333333,0.0,0.20833333333333334,-0.16666666666666666,-0.16666666666666666,0.5,0.0,0.0,-0.07142857142857142,-0.5,-0.5,-0.5,-0.25,-0.16666666666666666,-0.1875,-0.16666666666666666,-0.09375,-0.125,0.0,-0.5
"[('Snail', 1), ('p53', 0)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('EpCAM', 1), ('miR34', 0)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.4052631578947368,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.3333333333333333,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('TAK1', 1), ('p38', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('GLI', 0), ('MDM2', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.34210526315789475,0.5,-0.5,-0.25,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.35714285714285715,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('RAS', 0), ('THY1', 0)]",-0.25,-0.125,-0.1,-0.5,-0.125,-0.22105263157894736,-0.25,-0.5,-0.25,-0.5,0.0,-0.25,-0.125,-0.5,-0.25,0.16666666666666666,0.0,0.5,-0.5,-0.3333333333333333,-0.32142857142857145,-0.5,-0.5,-0.5,0.3125,-0.3333333333333333,-0.1875,-0.25,-0.5,-0.4,0.0,-0.5
"[('MDM2', 0), ('Twist1', 0)]",-0.25,-0.25,-0.5,-0.16666666666666666,-0.08333333333333333,-0.26842105263157895,-0.5,-0.5,-0.5,-0.5,0.5,0.0,-0.08333333333333333,-0.5,-0.3333333333333333,-0.16666666666666666,-0.16666666666666666,-0.5,-0.5,-0.5,-0.42857142857142855,-0.5,-0.5,-0.5,-0.25,0.16666666666666666,-0.125,-0.5,-0.125,-0.1,-0.5,-0.5
"[('GLI', 1), ('NOTCH', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('GSK3b', 0), ('SMAD23', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('RAF', 1), ('miR200', 1)]",-0.5,-0.5,-0.3,-0.16666666666666666,-0.16666666666666666,-0.33157894736842103,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.3333333333333333,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.25,-0.5,0.25,-0.1,-0.5,-0.5
"[('GSK3b', 0), ('MYC', 0)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.3736842105263158,-0.5,-0.5,-0.5,-0.5,0.0,0.0,0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('GRB2SOS', 0), ('RAS', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.3631578947368421,-0.5,0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.16666666666666666,-0.16666666666666666,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('GRB2SOS', 0), ('TGFBR', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.3631578947368421,-0.5,0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.16666666666666666,-0.16666666666666666,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('MDM2', 0), ('NFKB', 1)]",-0.25,-0.5,-0.5,-0.3333333333333333,-0.08333333333333333,-0.29473684210526313,-0.5,-0.5,-0.5,-0.5,0.5,0.0,-0.08333333333333333,-0.5,-0.3333333333333333,-0.16666666666666666,-0.16666666666666666,-0.5,-0.5,-0.5,-0.42857142857142855,-0.5,-0.5,-0.5,-0.25,-0.16666666666666666,-0.125,-0.5,-0.125,-0.1,-0.5,-0.5
"[('SMAD4', 0), ('Snail', 1)]",-0.125,-0.25,-0.2,-0.3333333333333333,-0.16666666666666666,-0.2710526315789474,-0.16666666666666666,-0.5,-0.5,-0.5,-0.25,0.0,-0.25,-0.5,-0.4166666666666667,-0.3333333333333333,-0.16666666666666666,-0.5,-0.5,0.5,-0.32142857142857145,-0.5,-0.5,-0.5,-0.375,-0.3333333333333333,-0.125,-0.5,-0.25,-0.15,-0.5,-0.5
"[('Twist1', 0), ('p38', 1)]",-0.5,-0.25,-0.3,-0.16666666666666666,0.0,-0.34210526315789475,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('GRB2SOS', 1), ('THY1', 0)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.3526315789473684,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('EpCAM', 0), ('p53', 1)]",-0.25,-0.5,-0.5,-0.3333333333333333,-0.08333333333333333,-0.30526315789473685,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,-0.08333333333333333,-0.5,-0.3333333333333333,-0.16666666666666666,-0.16666666666666666,-0.5,-0.5,-0.5,-0.42857142857142855,-0.5,-0.5,-0.5,-0.25,-0.16666666666666666,-0.125,-0.5,-0.125,-0.1,-0.5,0.5
"[('Ecadherin', 1), ('GRB2SOS', 1)]",-0.5,-0.5,-0.3,0.5,0.0,-0.3631578947368421,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('ERK', 1), ('bcatenin', 0)]",-0.5,-0.5,-0.1,-0.5,-0.16666666666666666,-0.2894736842105263,-0.16666666666666666,-0.5,-0.25,-0.5,0.0,0.0,0.0,-0.5,-0.16666666666666666,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.35714285714285715,-0.5,-0.5,-0.5,-0.25,-0.5,-0.25,0.5,-0.5,-0.3,-0.5,-0.5
"[('GRB2SOS', 0), ('SMAD4', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.3631578947368421,-0.5,0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.16666666666666666,-0.16666666666666666,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('AP1', 1), ('TGFBR', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('ERK', 1), ('SMAD4', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('IKK', 0), ('Twist1', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.3631578947368421,-0.5,-0.5,-0.5,0.5,0.0,0.0,-0.16666666666666666,0.0,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('SMAD23', 0), ('SMAD4', 0)]",-0.125,-0.25,-0.2,-0.16666666666666666,-0.16666666666666666,-0.21842105263157896,-0.16666666666666666,-0.5,-0.5,-0.5,-0.25,0.0,-0.25,-0.5,-0.2916666666666667,-0.3333333333333333,-0.16666666666666666,-0.5,0.5,0.16666666666666666,-0.07142857142857142,-0.5,-0.5,-0.5,-0.25,-0.16666666666666666,-0.125,-0.5,-0.1875,-0.125,-0.5,-0.5
"[('AKT', 1), ('AP1', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('RAF', 1), ('ZEB1', 0)]",-0.5,-0.5,-0.3,-0.16666666666666666,-0.16666666666666666,-0.34210526315789475,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.3333333333333333,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.25,-0.1,-0.5,-0.5
"[('RAS', 0), ('ZEB1', 1)]",-0.25,-0.125,-0.1,-0.5,-0.125,-0.24736842105263157,-0.25,-0.5,-0.25,-0.5,0.0,-0.25,-0.125,-0.5,-0.25,0.16666666666666666,0.0,0.5,-0.5,-0.3333333333333333,-0.32142857142857145,-0.5,-0.5,-0.5,-0.3125,-0.3333333333333333,-0.1875,-0.25,-0.5,-0.4,0.0,-0.5
"[('RAF', 0), ('p38', 0)]",-0.5,-0.125,-0.1,-0.5,-0.125,-0.2789473684210526,-0.3333333333333333,-0.5,-0.25,-0.5,0.0,-0.25,-0.125,-0.5,-0.3333333333333333,-0.5,0.3333333333333333,-0.5,-0.5,-0.3333333333333333,-0.35714285714285715,-0.5,-0.5,-0.5,-0.375,-0.3333333333333333,-0.25,-0.16666666666666666,-0.5,-0.4,0.5,-0.5
"[('MDM2', 1), ('PI3K', 0)]",-0.25,-0.5,-0.3,-0.5,0.0,-0.3526315789473684,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('RAF', 1), ('TAK1', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('TGFb', 0), ('p53', 0)]",-0.125,-0.125,-0.2,-0.16666666666666666,-0.14583333333333334,-0.16776315789473684,-0.16666666666666666,-0.5,-0.125,0.0,-0.25,-0.25,-0.13541666666666666,-0.5,-0.20833333333333334,-0.16666666666666666,-0.16666666666666666,0.5,-0.5,-0.16666666666666666,-0.16964285714285715,-0.5,-0.5,-0.5,-0.203125,-0.020833333333333332,-0.1875,-0.16666666666666666,-0.046875,-0.125,0.0,0.0
"[('MEK', 1), ('Twist1', 0)]",-0.5,-0.25,-0.3,-0.16666666666666666,0.0,-0.34210526315789475,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('ERK', 0), ('bcatenin', 0)]",-0.5,-0.25,0.1,-0.5,0.0,-0.26842105263157895,-0.16666666666666666,-0.5,0.0,-0.5,0.0,-0.5,0.0,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.16666666666666666,-0.35714285714285715,-0.5,-0.5,-0.5,-0.25,-0.16666666666666666,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5
"[('IKK', 1), ('TAK1', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('Snail', 0), ('TAK1', 0)]",-0.5,-0.25,-0.3,0.16666666666666666,0.0,-0.1736842105263158,-0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,-0.16666666666666666,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,0.35714285714285715,0.5,-0.5,-0.5,-0.25,-0.16666666666666666,-0.25,-0.5,-0.25,0.1,0.0,-0.5
"[('ERK', 1), ('Twist1', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('MDM2', 0), ('TAK1', 1)]",-0.25,-0.5,-0.5,-0.3333333333333333,-0.08333333333333333,-0.29473684210526313,-0.5,-0.5,-0.5,-0.5,0.5,0.0,-0.08333333333333333,-0.5,-0.3333333333333333,-0.16666666666666666,-0.16666666666666666,-0.5,-0.5,-0.5,-0.42857142857142855,-0.5,-0.5,-0.5,-0.25,-0.16666666666666666,-0.125,-0.5,-0.125,-0.1,-0.5,-0.5
"[('Ecadherin', 0), ('p53', 1)]",-0.25,-0.5,-0.5,-0.3333333333333333,-0.08333333333333333,-0.30526315789473685,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,-0.08333333333333333,-0.5,-0.3333333333333333,-0.16666666666666666,-0.16666666666666666,-0.5,-0.5,-0.5,-0.42857142857142855,-0.5,-0.5,-0.5,-0.25,-0.16666666666666666,-0.125,-0.5,-0.125,-0.1,-0.5,0.5
"[('Ecadherin', 0), ('MEK', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('IKK', 0), ('miR34', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.3,-0.5,-0.5,-0.5,0.5,0.0,0.0,0.0,0.0,-0.16666666666666666,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.35714285714285715,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.3,-0.5,-0.5
